	Grade3Cc_1	Grade3Cc_2	Grade3Cc_3	ShortCc_1	ShortCc_2	ShortCc_3	ShortCc_4	ShortCc_5
ENSBTAG00000013362	6.889366773	6.935285001	6.807134777	6.979547604	7.121230726	6.979547604	7.226859455	6.854522619
ENSBTAG00000013363	13.05232769	13.12226162	13.19959893	12.87956699	12.80095572	12.52236922	13.16372131	12.97764421
ENSBTAG00000013366	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013367	10.6298357	10.58979247	10.46597758	10.6964905	10.55667686	10.60290161	10.36763258	10.50072439
ENSBTAG00000013368	2.41242898	2.380301808	2.387879384	3.549220417	2.434488602	2.372414944	2.372414944	2.372414944
ENSBTAG00000013369	2.163537654	2.163537654	2.163537654	2.163537654	2.163537654	2.163537654	2.167724917	2.163537654
ENSBTAG00000013387	7.649921622	7.607422777	7.601328643	7.699538213	7.77325154	7.732854761	7.659853319	7.657470475
ENSBTAG00000013390	13.17021213	13.2123693	13.16683912	13.16994615	13.14082067	13.06788861	13.21885818	13.09824405
ENSBTAG00000013391	12.93305842	13.13822732	13.19942527	13.28774612	13.19711259	12.70641566	13.06954212	12.84050432
ENSBTAG00000013393	6.218379117	5.67605975	5.901039826	6.195013746	6.523557758	6.598580779	6.104656875	6.019514704
ENSBTAG00000013400	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.218860864	2.156731595	2.156731595
ENSBTAG00000013402	6.97272488	7.442716077	7.478806199	7.407839161	7.393824534	7.351288246	8.008559392	7.723734271
ENSBTAG00000013405	11.25687934	11.32146324	11.33424574	11.50113556	11.30752364	11.52696521	11.33861721	11.31241474
ENSBTAG00000013406	14.52128283	14.45196662	14.45354693	14.31271683	14.40956632	14.51938601	14.49559335	14.50767162
ENSBTAG00000013408	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013410	7.169949559	7.220899072	7.167443215	7.123393224	7.194387201	7.287541013	7.250321367	7.352321651
ENSBTAG00000013411	14.36962784	14.30642512	14.2337974	14.22647393	14.35375044	14.27224014	14.3293557	14.29849801
ENSBTAG00000013413	9.350592246	9.317535141	9.127455973	9.169165336	9.292033676	9.68286057	9.202678372	8.987794196
ENSBTAG00000013414	9.655912317	9.1331545	8.976471844	9.574295988	9.340923918	8.9333202	9.578243028	9.308627072
ENSBTAG00000013417	2.156731595	2.156739805	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013419	6.378220282	6.342584628	6.442100432	6.102880155	6.285315096	6.218017108	6.285315096	6.312765696
ENSBTAG00000013421	10.4312527	10.08283738	10.29907657	10.18850679	10.39335401	10.18850679	9.9546152	10.1939012
ENSBTAG00000013423	11.8341523	11.53889763	11.7427286	11.35875842	11.23658919	10.25060311	10.17635788	11.67792423
ENSBTAG00000013426	6.391258123	6.356074082	6.418184093	6.593746426	6.484487594	6.893706664	6.404740277	6.118020346
ENSBTAG00000013436	2.48581999	2.48581999	2.48581999	2.48581999	2.589075902	2.48581999	2.497363486	2.48581999
ENSBTAG00000013440	7.666217331	7.425067713	7.405454155	7.305447207	7.72008031	7.515840334	7.71023637	7.219770507
ENSBTAG00000013444	4.073793271	4.427829692	4.427829692	4.427829692	4.427829692	4.336331544	4.707947176	3.814273434
ENSBTAG00000013449	9.973768674	9.751005869	9.754836466	10.09581469	9.973255714	10.23291492	9.644215995	9.692703896
ENSBTAG00000013461	14.76714318	14.81424966	14.80606807	14.80924462	14.79532406	14.80860776	14.81292185	14.77637746
ENSBTAG00000013462	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013463	2.263689565	2.408695063	2.263689565	2.260719296	2.263689565	2.304591	2.360758531	2.263689565
ENSBTAG00000013472	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013475	2.164929775	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013476	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013476 /// ENSBTAG00000046648	2.156731595	2.156731595	2.156731595	2.156731595	2.252179792	2.156731595	2.156731595	2.156731595
ENSBTAG00000013477	6.707810579	6.622911018	6.384090193	6.720343103	6.909634092	6.463246667	7.156214022	6.732835657
ENSBTAG00000013478	4.481074548	3.855152163	3.952174812	3.952174812	4.051739148	3.951958195	5.153201635	4.189212106
ENSBTAG00000013479	2.239666351	2.239666351	2.239666351	2.239666351	2.239666351	2.239666351	2.239666351	2.239666351
ENSBTAG00000013480	7.355644259	7.312078806	7.404214118	7.235976907	7.727877916	7.45694068	7.726161896	7.781017228
ENSBTAG00000013481	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013483	4.41452728	3.738034431	3.754002357	4.243176974	4.135597683	4.418769507	3.802391668	3.958333096
ENSBTAG00000013485	4.036591521	3.955875843	3.935164274	3.977432783	4.052725802	4.05725352	4.292815633	3.977432783
ENSBTAG00000013488	2.490745524	2.490745524	2.490745524	2.398124913	2.490745524	2.490745524	2.828396486	2.490745524
ENSBTAG00000013489	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013495	3.143459548	3.18650117	3.227854885	3.14513254	2.965331515	3.143459548	3.144216237	3.143459548
ENSBTAG00000013498	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013501	3.38855137	3.38855137	3.38855137	3.38855137	3.38855137	3.38855137	3.536939697	3.38855137
ENSBTAG00000013505	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013510	6.164873719	6.157904895	6.184152514	6.603947784	6.189328343	6.113561814	6.24905651	6.184152514
ENSBTAG00000013513	10.81800657	10.97887831	10.81929843	10.82819335	10.85200823	11.12099157	10.97434941	11.0452813
ENSBTAG00000013515	8.135428158	8.243937299	8.257555751	8.302174094	8.180675822	8.211277681	8.219737815	8.487281387
ENSBTAG00000013523	6.039903884	5.89831546	5.89731571	5.930142457	6.004605647	5.931416921	5.606223758	5.955345277
ENSBTAG00000013526	9.833798523	9.69046873	9.728565523	9.75397638	9.870760364	9.839719822	9.812329744	9.719905416
ENSBTAG00000013527	12.39831448	12.30385437	12.39831448	12.25876882	12.29921386	12.33834097	12.38775989	12.17347169
ENSBTAG00000013528	8.033793119	8.0297839	8.0297839	8.0297839	8.125313891	8.0297839	8.222922743	7.99263476
ENSBTAG00000013530	5.436462877	5.562939169	5.562939169	5.628487954	5.562939169	5.562939169	5.719453456	5.562939169
ENSBTAG00000013531	11.93573374	11.87685459	12.01401582	11.99084169	11.91681315	11.85238583	12.01214009	11.7741581
ENSBTAG00000013533	14.31890103	14.21706021	14.25488808	14.22220338	14.32882918	14.37382117	14.42526921	14.1947825
ENSBTAG00000013534	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013535	6.588170527	6.529659984	6.677963156	6.57183576	6.486887064	6.499587253	6.620070126	6.462454745
ENSBTAG00000013538	2.156731595	2.165696536	2.174309911	2.156731595	2.156731595	2.192831941	2.156731595	2.156731595
ENSBTAG00000013545	4.427293496	4.405514372	4.385276971	4.427293496	4.445890133	4.856105837	4.428068804	4.480281696
ENSBTAG00000013550	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156732867	2.156731595
ENSBTAG00000013556	3.51315261	3.516949748	3.400898515	3.637152235	3.637152235	3.255024897	3.644236128	3.637152235
ENSBTAG00000013557	2.156731595	2.156731595	2.156731595	2.163868697	2.162903288	2.173077799	2.156731595	2.563914452
ENSBTAG00000013563	11.33127497	11.60576331	11.62245811	11.58662138	11.47077525	11.66623818	11.60045334	11.62362556
ENSBTAG00000013569	4.3440959	3.581337684	3.423176598	3.35081278	3.285887982	3.423176598	3.423176598	3.791998317
ENSBTAG00000013573	11.28863341	11.47382338	11.49324424	11.42007207	11.37541892	11.38604361	11.56335113	11.36287222
ENSBTAG00000013577	7.859220952	8.094728973	8.469076759	7.889318638	7.634406868	7.855260104	7.522218321	7.865046348
ENSBTAG00000013578	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013579	13.37397055	12.84832392	12.7608978	12.90740797	12.73644791	12.40546828	12.80396485	12.83561517
ENSBTAG00000013580	7.757399319	7.881472524	7.753019055	7.538836939	7.864016907	7.593330433	7.80004414	7.901888297
ENSBTAG00000013581	9.537918895	9.08877935	9.047863093	9.264476409	8.920785028	8.800843482	8.774442447	8.887468633
ENSBTAG00000013587	11.86097602	11.80234788	11.82012668	11.97438629	11.72690511	11.92149197	11.89824143	11.75652053
ENSBTAG00000013589	8.62397014	9.07052606	9.104742615	9.10765953	9.241412321	8.936173003	9.286437659	9.127184704
ENSBTAG00000013591	7.439804747	7.864518125	7.81249313	7.785446637	7.359545509	7.439804747	7.30714979	7.560886384
ENSBTAG00000013593	12.35088792	12.17626252	12.18801738	12.38107376	12.56822339	12.50699308	12.29559787	12.27186656
ENSBTAG00000013600	11.77305507	11.83880723	11.71522209	11.93903198	11.90318469	12.03711613	11.90456121	11.89297341
ENSBTAG00000013602	6.306467801	6.145148777	6.083149596	6.148427441	6.465745533	6.462039652	6.394802293	6.409211471
ENSBTAG00000013606	7.638670173	7.612624074	7.587508178	7.635864573	7.599230483	7.559995458	7.680159223	7.599147088
ENSBTAG00000013607	11.92303763	11.73945358	11.8764938	11.79527739	11.72463392	11.66853874	11.99703933	11.74123042
ENSBTAG00000013612	2.238433656	2.238433656	2.238433656	2.238433656	3.007590448	3.362155085	2.358883775	2.238433656
ENSBTAG00000013614	2.238299757	2.16511305	2.16511305	2.16511305	2.16511305	2.16511305	2.16511305	2.16511305
ENSBTAG00000013615	9.94447655	9.975990107	10.17801438	10.10682315	9.991879204	10.02453648	10.38926429	9.924049081
ENSBTAG00000013620	12.92381567	12.90137034	12.849696	12.96967216	13.09316013	13.02178735	12.97271266	12.91933343
ENSBTAG00000013623	12.66613248	12.66485184	12.70521937	12.70998351	12.81069442	12.81292032	12.67301968	12.69875603
ENSBTAG00000013627	13.71354625	13.65588481	13.73020549	13.82211945	13.81784799	13.91245512	13.71865044	13.77502197
ENSBTAG00000013628	2.156731595	2.156731595	2.156731595	2.156731595	2.239553422	2.158289069	2.156731595	2.156731595
ENSBTAG00000013629	12.12141001	11.92153309	11.85690546	12.21581359	11.94785631	11.99064415	12.0302628	11.84503577
ENSBTAG00000013631	13.83653189	13.96238042	13.87870492	13.97908023	13.87494612	14.27897296	13.99235845	14.1524895
ENSBTAG00000013635	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013641	10.15697973	10.18394576	10.40869601	10.24074051	9.980765137	10.6439599	11.21848985	10.4923448
ENSBTAG00000013642	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.159139801
ENSBTAG00000013644	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013650	6.074070758	5.823871061	5.713026064	5.510554901	5.90762121	5.746238428	6.232744987	5.994837691
ENSBTAG00000013651	8.019552242	8.278043671	8.210854046	8.154637712	8.181312032	8.44822475	8.135794461	8.00822862
ENSBTAG00000013653	4.296434357	4.365701006	4.381933782	4.293656588	4.255056465	4.320128557	4.308721951	4.323098482
ENSBTAG00000013657	2.156731595	2.156731595	2.156731595	2.185972156	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013666	6.67062352	6.723439504	6.588945328	6.764985817	6.804119747	6.323358658	6.964634319	6.67062352
ENSBTAG00000013669	8.551862015	8.586203639	8.435956879	8.572008302	8.700450494	8.61031842	8.718204552	8.526166696
ENSBTAG00000013670	2.156731595	2.157438676	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013671	11.41390558	10.75908123	10.67247541	11.56557446	11.41987627	11.7074235	10.86364988	10.75346919
ENSBTAG00000013671 /// ENSBTAG00000018708	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013674	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013680	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013688	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013697	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013699	2.492119301	2.492119301	2.492119301	2.492119301	2.505721105	2.492119301	2.492119301	2.492119301
ENSBTAG00000013705	3.191148091	3.133035869	3.151382627	3.153364753	3.141403127	3.239298336	3.189776752	3.17274847
ENSBTAG00000013708	8.491192134	8.088654125	8.015856993	8.018732497	8.718723782	9.127390999	8.545711523	8.208208655
ENSBTAG00000013718	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013721	11.38425769	11.19826233	11.32378709	11.17082658	11.02124333	11.08977532	11.28801442	10.92461245
ENSBTAG00000013722	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013723	9.740421901	9.794610743	9.800711833	10.04792559	9.950000477	10.07363198	10.08680955	9.939059683
ENSBTAG00000013724	7.619261401	7.895033529	7.951470379	7.666814948	7.291844661	6.784656379	7.638019556	7.318124811
ENSBTAG00000013725	2.156731595	2.164132449	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.157101477
ENSBTAG00000013727	11.16692297	10.81775343	11.08936966	11.23357945	11.24335675	11.63549046	11.17877547	11.326141
ENSBTAG00000013730	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013732	2.156731595	2.269594563	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013735	8.535022529	8.737029166	8.922489889	8.717012245	8.467108208	8.57462922	8.128232748	8.610904413
ENSBTAG00000013740	5.61794658	5.840162295	5.762072215	5.849961859	5.849961859	6.02971391	5.800364692	5.849961859
ENSBTAG00000013741	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013745	3.22353422	3.397469246	3.538611724	3.22353422	3.212262448	3.362476736	3.22353422	3.22353422
ENSBTAG00000013749	4.652231761	5.163868294	5.447655117	4.736708757	3.688066415	3.638927695	5.204944974	4.736708757
ENSBTAG00000013753	6.019603248	5.915119569	5.861007041	6.141573097	5.939114958	5.978990631	6.030047747	5.902449847
ENSBTAG00000013755	6.928026225	7.185533868	6.913904163	7.3429444	7.205901785	6.890604834	7.542660255	7.160713012
ENSBTAG00000013757	10.50056754	10.64338368	10.6696632	10.84710259	10.77176355	10.87850446	10.72727526	10.69361992
ENSBTAG00000013761	10.31877967	10.82008093	11.35262381	11.22065549	10.91655697	10.8064534	10.84793085	10.97063756
ENSBTAG00000013764	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013772	2.902442665	3.215343945	2.836966168	2.954920048	2.836966168	2.836966168	2.836966168	2.836966168
ENSBTAG00000013773	9.471305496	9.755418981	9.738762402	9.779041238	9.745402251	9.637610643	9.848740499	9.769083697
ENSBTAG00000013776	9.713691167	9.447041403	9.305316866	9.755970689	9.754998694	9.896269322	9.831592778	9.63988509
ENSBTAG00000013781	8.681806064	8.528074746	8.483889542	8.712475918	8.691670947	8.708998309	8.508490626	8.468801298
ENSBTAG00000013782	6.164243466	5.756249148	5.727996766	5.975595449	6.14512419	5.822422536	6.267773341	5.822422536
ENSBTAG00000013784	8.10705413	8.010414474	7.992066161	8.031722528	8.178221068	8.413133525	8.060060507	7.992659706
ENSBTAG00000013791	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013798	2.768008647	2.74623815	2.74623815	2.74623815	2.74623815	2.761950107	2.74623815	2.74623815
ENSBTAG00000013813	2.16152962	2.16152962	2.16152962	2.18721154	2.16152962	2.16152962	2.16152962	2.216475624
ENSBTAG00000013819	2.158576395	2.158576395	2.158576395	2.158576395	2.158576395	2.158576395	2.161846982	2.165318851
ENSBTAG00000013821	9.623793786	9.05217951	9.159273298	9.660425985	9.635798274	9.738699085	9.678858485	9.750615739
ENSBTAG00000013825	9.716216408	9.502498457	9.740245659	9.846618664	9.654627776	9.620467123	9.766042378	9.792256516
ENSBTAG00000013830	9.628490134	9.664709401	9.723883209	9.748241183	9.647515633	9.902667442	9.828407839	9.645762421
ENSBTAG00000013831	2.156731595	2.163708811	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013832	7.002608517	6.655091913	6.820096742	7.370217598	7.431651644	7.106024046	6.291193428	6.787962496
ENSBTAG00000013842	9.550223629	9.508862062	9.504265802	9.373033547	9.349755828	9.406363799	9.337129473	9.390844613
ENSBTAG00000013843	4.085084622	4.384915841	4.508909782	4.003627251	3.109669808	3.77871193	3.740509428	3.156076325
ENSBTAG00000013848	2.181015509	2.631365224	3.063543163	2.181015509	2.181015509	2.220127277	2.171764876	2.181015509
ENSBTAG00000013849	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013851	7.355942684	7.414083189	7.700184047	7.563997347	7.618436532	7.78384204	8.016171821	7.607041046
ENSBTAG00000013855	7.530226107	7.652926723	7.554722718	7.210588885	7.519946312	7.557697881	7.821166468	7.434991941
ENSBTAG00000013856	8.67806447	9.887507447	10.17718407	8.839199667	8.165637114	6.188239404	8.243124815	9.004408814
ENSBTAG00000013857	2.176770582	2.176770582	2.176770582	2.176770582	2.176770582	2.176770582	2.176770582	2.176770582
ENSBTAG00000013859	7.970438974	7.922278023	7.913785096	8.241284412	7.773760929	7.675291198	8.034616227	8.086552938
ENSBTAG00000013860	10.34328439	10.28099828	10.20671012	10.54538479	10.24234511	9.718126728	10.42330778	10.82647333
ENSBTAG00000013861	2.245627491	2.245627491	2.245627491	2.245627491	2.245627491	2.251552522	2.245627491	2.245627491
ENSBTAG00000013863	11.62765704	11.56921878	11.26428656	11.49439735	10.63787831	10.73120607	12.43706344	11.67910797
ENSBTAG00000013866	14.94503418	14.96218072	14.94334777	14.97180774	14.89984166	14.97390399	15.00559225	14.95313692
ENSBTAG00000013869	7.597767636	7.350322868	7.686992275	7.833640348	7.502997653	6.610685337	8.053700883	7.005956407
ENSBTAG00000013874	10.07220356	10.26036672	10.27645862	10.32308026	10.23078434	10.4711619	10.168121	10.18577327
ENSBTAG00000013880	2.164404343	2.192891294	2.220261111	2.164404343	2.164404343	2.164404343	2.164404343	2.164404343
ENSBTAG00000013882	11.10957621	11.13519166	11.12774005	11.15565763	11.3627627	10.75545064	11.40293652	11.14773365
ENSBTAG00000013884	8.854072409	8.685744078	8.503758523	9.08080909	9.139743407	9.608826529	8.716415901	8.774023126
ENSBTAG00000013888	8.352058101	8.998175955	9.090558757	8.451874179	8.219987807	7.348389527	9.172911945	8.687332284
ENSBTAG00000013889	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.163191657
ENSBTAG00000013895	8.350671751	8.178129864	8.012354325	8.288694879	8.624214783	8.505254986	8.585866488	8.315748853
ENSBTAG00000013898	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013900	3.571870065	3.745891967	3.571870065	3.594294868	3.651583779	3.499752088	3.571870065	3.552766043
ENSBTAG00000013901	11.7414437	11.9757836	11.93270567	11.69498486	11.70054784	10.71930519	11.77485212	11.5294576
ENSBTAG00000013905	8.530437284	8.62700053	8.603115105	8.780053736	8.70108767	8.637739126	8.464735417	8.562673622
ENSBTAG00000013907	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013910	3.066501119	2.974702874	3.059762787	3.183633913	3.051192991	3.041419597	3.244973954	3.072217119
ENSBTAG00000013912	11.59839066	11.70247987	11.74530663	11.74280407	11.55962223	11.50412369	11.64364971	11.62199201
ENSBTAG00000013914	5.888900195	6.008299195	6.040180351	6.033279773	6.431490705	6.172377865	6.598856627	5.975116766
ENSBTAG00000013915	9.815988216	9.728330519	9.708526983	9.8215985	9.687442956	9.915289835	9.796976871	9.811766767
ENSBTAG00000013917	2.86136493	2.86136493	2.86136493	2.86136493	2.86136493	2.86136493	2.86136493	2.86136493
ENSBTAG00000013919	2.176029914	2.329350379	2.476658276	2.176029914	2.360034827	2.172259164	2.176029914	2.176029914
ENSBTAG00000013921	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013922	8.509127652	8.411622248	8.457347048	8.354317379	7.830468966	8.283650522	8.434085889	7.855159715
ENSBTAG00000013923	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013924	15.0489829	15.08341237	15.0489829	15.09253732	15.0489829	15.13806588	15.05741834	15.0377346
ENSBTAG00000013926	4.983874317	4.771112317	4.449813435	5.426246401	5.075297953	6.136578079	5.102182436	5.156367654
ENSBTAG00000013929	2.158767485	2.158767485	2.158767485	2.158767485	2.158767485	2.158767485	2.15892131	2.158767485
ENSBTAG00000013930	13.91021751	13.95003894	13.92406721	14.05583578	13.93142291	13.91061652	13.85220301	13.75463308
ENSBTAG00000013931	6.884336238	6.843557365	6.867256538	6.857928543	6.929210578	6.877147413	6.894161723	6.832076788
ENSBTAG00000013932	3.438717855	3.477696313	3.214570171	3.573240979	3.418657563	3.395127456	3.561022836	3.414944978
ENSBTAG00000013935	8.371525076	8.319032789	8.30917145	8.500961102	7.507650819	8.576524778	8.714705021	7.383526321
ENSBTAG00000013937	7.056714648	7.038500664	7.014383623	6.670864899	6.818443469	6.986605855	7.000089243	7.278969853
ENSBTAG00000013941	2.666224771	2.39679666	2.39679666	2.39679666	2.43409148	2.39679666	2.39679666	3.249283139
ENSBTAG00000013942	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013943	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013946	9.499973155	9.42589031	9.424321087	9.573427011	9.886597013	9.82230815	9.658493605	9.460079381
ENSBTAG00000013947	8.051046747	7.461879056	7.529542903	7.559859644	7.515341795	7.464421863	7.651684442	7.704405562
ENSBTAG00000013949	9.155800776	9.040563463	9.158396119	9.364753483	9.043841191	9.406169785	9.188367596	9.353133076
ENSBTAG00000013952	13.54951805	13.57479575	13.60530906	13.60638556	13.62489753	13.77094972	13.53008505	13.6101559
ENSBTAG00000013953	9.388954689	9.564660595	9.56571273	8.994188791	8.744993836	9.324620324	8.689027859	8.967145739
ENSBTAG00000013955	4.250175814	4.516942364	4.515319997	4.544502012	4.517534973	4.51742548	4.517534973	4.696986606
ENSBTAG00000013956	8.629885137	8.735625406	8.68687571	8.692684132	8.881039114	8.716302834	8.832431597	8.647224618
ENSBTAG00000013960	4.616234863	4.516423703	4.430195856	4.610944643	4.607652333	5.169833214	4.636689562	5.188161798
ENSBTAG00000013971	8.179091891	7.716520998	7.443452908	7.545903401	8.163781014	7.552297532	8.394396328	7.941079098
ENSBTAG00000013973	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013980	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000013981	13.38660684	13.3671635	13.41746568	13.56020895	13.52448566	13.7681863	13.37872733	13.59271179
ENSBTAG00000013982	7.341125257	7.220929432	7.140351532	7.218856368	7.202444924	7.185825663	7.30517008	7.452199878
ENSBTAG00000013985	7.257185747	7.414695668	7.414748739	7.57521856	7.148623361	7.358802251	7.455978567	7.269258657
ENSBTAG00000013988	10.60648133	10.48135649	10.46297714	10.49198945	10.84777323	10.78646836	10.67800647	10.62932227
ENSBTAG00000013990	5.907654676	6.271135725	6.335757127	6.110341009	6.38845555	5.810497761	6.516071381	6.110341009
ENSBTAG00000013997	2.209352933	2.209352933	2.209352933	2.406169493	2.209352933	2.209352933	2.209352933	2.209352933
ENSBTAG00000014001	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000014002	6.924458975	6.608251889	6.626742368	6.643329634	6.60863878	6.788808499	6.667521219	6.540171629
ENSBTAG00000014003	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000014005	3.579646177	3.618917409	3.526630805	3.636116379	3.568858303	3.494921488	3.530311363	3.328871982
ENSBTAG00000014006	9.119520375	9.373134586	9.227551951	9.150974364	9.163120451	9.404909922	9.355653916	9.161085259
ENSBTAG00000014007	5.278509342	4.989476271	5.19010446	4.982592605	5.060612204	5.062260604	5.730006643	5.19010446
ENSBTAG00000014021	2.331284986	2.328072278	2.328072278	2.328072278	2.328072278	2.328072278	2.328072278	2.482694131
ENSBTAG00000014023	9.02810239	9.186923082	9.380663543	9.116747379	8.88456534	9.473469308	9.188106768	9.56847558
ENSBTAG00000014024	12.56611311	12.49616625	12.47407349	12.63409863	12.54601031	12.52409495	12.51029563	12.35194977
ENSBTAG00000014028	6.663792617	6.365607908	6.398894381	6.77983006	6.307222048	6.473966433	6.922463301	6.329067928
ENSBTAG00000014029	8.960879032	9.087083134	8.92817056	9.08277287	9.013683111	8.913768417	8.897042207	8.853073358
ENSBTAG00000014032	12.32043341	12.29951062	12.26377524	12.3260232	12.38736216	12.51233775	12.40363687	12.27121706
ENSBTAG00000014043	2.159153726	2.159153726	2.159153726	2.159153726	2.159153726	2.159153726	2.159153726	2.159153726
ENSBTAG00000014044	5.944091412	5.673547976	5.727655792	5.948905967	5.703507397	5.718598094	5.560558966	5.587115323
ENSBTAG00000014046	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000014048	5.484305846	5.614913403	5.614913403	5.614913403	5.853139247	5.839891918	5.734342225	5.614913403
ENSBTAG00000014054	4.605907628	4.383329784	4.605907628	3.958791942	4.615596153	5.03748001	4.885151069	4.625694303
ENSBTAG00000014057	9.775121502	9.678572144	9.726095397	9.747337686	9.667464371	9.720425655	9.533445271	9.518570244
ENSBTAG00000014060	11.38225842	11.49405117	11.54507384	11.47910469	11.47387498	11.63086444	11.43795049	11.55778111
ENSBTAG00000014064	4.106036118	4.157981459	4.079672462	4.429012474	4.21389382	4.191273186	4.274683775	4.296376824
ENSBTAG00000014068	11.91238235	11.64379564	11.56060432	11.58709261	11.30797153	11.10615131	11.27598811	11.43425954
ENSBTAG00000014069	2.164015153	2.159387043	2.161938356	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000014075	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000014079	7.239346525	7.327724847	7.069161048	7.318883564	7.212628438	7.224598184	7.213445487	7.45001035
