	d10_1	d10_2	d10_3	d10_4	d13_1	d13_2	d13_3	d19_1	d19_2	d7_1	d7_2
ENSBTAT00000023675	0	8.315032017	0	0	0.054651182	0	0	0	0	0.424749641	0
ENSBTAT00000023676	11.71572862	1.76922261	13.70975456	20.98272216	17.39891942	13.31763687	22.74316924	15.21036041	22.83946989	12.20071672	16.51285602
ENSBTAT00000023677	0	0	0	0	0	0	0	0	0	2.748667216	3.188689438
ENSBTAT00000023678	6.026177888	0	0	1.106954725	0.217394833	0.872557856	1.828770176	1.323380466	3.249539041	2.252793667	0
ENSBTAT00000023679	0	7.92108803	0	0.198821056	0.31237173	0.683872756	0	0.475386925	0.326845345	0	0
ENSBTAT00000023680	6.947085702	6.093693735	6.640340623	8.383004045	9.034641499	9.990905404	15.64731983	4.444846332	12.7655247	12.75046365	12.70830193
ENSBTAT00000023681	0.29651136	31.0304268	0.341556291	4.012363461	8.945981879	4.465056533	5.978843623	4.966139041	3.76913893	0	4.179210321
ENSBTAT00000023684	34.2675501	6.791966668	22.6149413	21.94928208	32.47612289	32.80114936	32.15449368	77.44823772	18.3166509	45.53695143	31.69605878
ENSBTAT00000023688	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000023689	9.001108577	47.5748275	10.75254378	28.85835093	19.85576298	18.65447116	18.85124216	15.03749333	18.60237812	6.075560157	12.68670645
ENSBTAT00000023690	37.79267298	19.17609022	12.96345744	35.99903108	32.37557841	22.67801548	38.87559417	15.9681811	21.05308625	32.44778426	58.94912041
ENSBTAT00000023693	18.42923604	0	31.13577685	17.23674304	11.23573034	14.50668286	15.75288018	30.51556747	17.22539671	24.62991129	41.56044661
ENSBTAT00000023694	7.646279924	8.558250504	13.29816429	8.23453569	14.48431164	25.93785902	5.520486205	3.038956547	1.891802025	15.84754887	0.633948769
ENSBTAT00000023697	8.274271818	0	0	0	0.323369579	0	0	0	0.048336111	8.796312846	9.475585271
ENSBTAT00000023700	0	0	0	0	0	0	0	0.348145815	0	0	0
ENSBTAT00000023702	135.7152829	129.3519048	133.5519417	94.89397882	118.0197832	126.1441178	136.5353107	112.9178288	109.3128608	94.60842132	113.9349734
ENSBTAT00000023704	0	0	1.296065545	2.388277318	0.762179878	0.641782265	0.904202022	0.499663544	0.385602059	2.734002071	1.585838307
ENSBTAT00000023705	38.75923513	16.32475312	6.976155877	14.94400232	14.95828072	4.352587067	9.424137263	13.65867087	13.8682994	20.60231796	9.389463976
ENSBTAT00000023706	13.99887915	1.479804971	15.40884754	5.664373232	6.492192438	7.186500695	3.681819899	2.619925194	3.968947027	15.87423741	9.865433183
ENSBTAT00000023707	5.89837513	2.877739681	11.75959886	15.8910181	11.27756996	16.42110439	7.259386638	5.785737232	10.26281036	12.67884532	15.98755078
ENSBTAT00000023708	0	0	0	1.455277262	2.449730525	3.75422186	9.616897943	1.292426662	3.905886134	7.615734006	0
ENSBTAT00000023709	2.113548895	11.72958968	0.912986843	1.366928119	0.16520062	0	0	3.695766435	2.395278118	0.962955897	4.096074889
ENSBTAT00000023710	27.63976775	12.68662067	13.12648202	54.85800628	42.07090797	35.97092354	43.84009805	17.16593025	24.3386071	30.0464066	17.4282028
ENSBTAT00000023711	13.12161606	0	0	0.137430695	0.53980027	0.354534034	0.454091121	0	0.064549908	7.551601509	15.57423052
ENSBTAT00000023715	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000023716	4.410519817	9.730034868	6.626804345	18.54591342	4.076901495	3.412700954	4.833345183	11.97100607	5.179903689	9.785298136	10.81122296
ENSBTAT00000023717	0	0	0	0	0	0	0	0	0	6.919387957	0
ENSBTAT00000023720	57.68588537	40.24618467	50.94447556	67.15455039	59.15654074	52.81123181	48.4235212	106.5515981	98.39982631	51.16291175	21.13955307
ENSBTAT00000023722	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000023725	137.8136212	104.6114643	217.9994583	144.8550234	139.232282	148.1450502	129.0946387	78.75771488	91.60677681	225.7746038	200.9586902
ENSBTAT00000023727	4.262901257	21.24380911	21.51269191	8.119551725	12.09039033	12.19259218	10.41093814	17.09598463	8.651924508	20.7170586	15.45014746
ENSBTAT00000023728	7.993959289	5.823869114	4.894540393	7.008060294	6.146968169	11.64591765	3.977658776	1.254165682	4.321513578	3.937443158	5.785843733
ENSBTAT00000023729	67.65035516	36.43084067	15.68353245	64.39055852	10.57546444	14.19745565	17.20510619	154.8707017	58.69771761	28.68988252	32.38318846
ENSBTAT00000023731	6.003179368	0	1.075691651	0.637132949	1.501518441	1.369692284	0.701726824	0.647446447	0.972579943	3.889939777	0
ENSBTAT00000023734	66.8820236	48.48013489	45.85862986	92.12026173	99.4752323	111.8331143	115.9089629	148.0689503	101.0033713	37.727459	20.2001928
ENSBTAT00000023735	55.03309367	41.06458794	61.5290064	43.48393078	30.36376519	23.266296	41.86152521	15.71122513	26.02168154	21.63219182	13.68828854
ENSBTAT00000023738	0	2.845467436	0	0	0.953804635	0.552747264	0	0.170771744	0.100638532	3.052403965	0
ENSBTAT00000023740	1.170179791	17.31776519	2.246582105	7.839759315	9.207413644	8.743908158	5.642392644	1.818830753	0.437496402	6.634713969	2.199096164
ENSBTAT00000023743	79.79361116	2.720931721	11.20118024	40.12389183	0	0	0	289.4451527	127.2694006	33.3578445	30.23277911
ENSBTAT00000023744	175.5659537	136.6760117	72.28562018	196.3649055	17.93871451	24.2515758	29.20725802	304.1022829	345.6923307	100.2281339	108.8198099
ENSBTAT00000023746	0.91080167	0	3.147502073	1.993730811	1.566195138	2.259928886	3.792848095	0.996750652	1.021567257	1.106589763	0
ENSBTAT00000023750	0	2.424006745	3.375195157	0.456323278	0.298724421	0	0	0.254585852	0.214330761	6.036393439	2.69335904
ENSBTAT00000023751	0.80238174	6.361411911	1.232368887	23.39207128	3.198531156	1.647651036	0.791373641	1.336238423	1.199949364	0	3.958238622
ENSBTAT00000023753	5.286486537	26.91199176	9.935647507	19.32364159	12.96161632	13.37897377	8.476495973	4.580622506	12.40491547	13.52185738	9.411907756
ENSBTAT00000023754	0	0	0	6.123787996	4.618178671	3.370179688	4.181670891	0.175705862	0.517731436	0.74776125	0
ENSBTAT00000023757	27.42632865	35.81370621	15.17695114	16.05235575	30.89471628	29.95376687	24.22129483	22.10783	15.75784939	14.70086359	12.50645816
ENSBTAT00000023758	11.4081558	1.596100588	8.503156243	16.09176146	13.11311601	21.35907394	19.56168194	1.851950566	5.676452417	21.19838132	19.38979752
ENSBTAT00000023759	5.125631273	0	0.894590696	5.470873895	2.258113346	2.950253623	7.046797579	5.232407418	3.571333671	5.661317419	7.224374508
ENSBTAT00000023760	12.10693925	28.79573039	33.53724614	13.59513222	20.95402191	22.93723047	21.60723567	20.90282159	13.49847476	21.01353671	0
ENSBTAT00000023762	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000023763	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000023764	7.448952347	3.63424592	1.540102341	0.513114603	0.761377674	0.637335564	0.251171217	1.117816651	1.044355493	9.050196859	13.72946631
ENSBTAT00000023767	8.250513115	9.4192415	8.109995654	3.874743684	0.56749626	0	1.229639772	7.003428242	6.601104745	12.42983816	24.18784543
ENSBTAT00000023768	2.278058343	16.85675987	0	0	1.661885091	0	1.331440015	0	0.425850085	4.612925305	0
ENSBTAT00000023769	14.87486706	17.92541263	0.685384117	48.07166172	6.13884104	16.69782423	15.12721932	3.170779057	3.1143184	9.397650004	3.354485866
ENSBTAT00000023770	0	0	0	1.151315345	0	0.099002743	0.887626677	0.055056569	0.054076201	0	0
ENSBTAT00000023771	0	6.605097743	0	0	0.488390721	0	0.912987439	0.396407299	0.38934865	10.1220761	24.9527602
ENSBTAT00000023772	17.07273465	58.00945509	34.18201119	19.65667652	24.02010867	26.29350923	24.58956875	14.62212424	16.07148724	19.2611067	37.81382642
ENSBTAT00000023773	0	0	0	0	0	0.07144831	0	0.039733231	0	4.565563068	4.707950464
ENSBTAT00000023774	0	0	5.598149778	1.450657334	0	0	0	0	0.340680068	2.214204146	0
ENSBTAT00000023775	5.223573272	0	0	0	0	0	0	0	0	10.15431201	23.55974362
ENSBTAT00000023778	226.248234	224.9136097	329.4872907	147.899656	202.4058112	228.7842542	209.9123428	159.9154616	205.8263577	272.034563	285.0164189
ENSBTAT00000023779	39.6218548	40.75180001	34.95036382	5.966795129	5.859094336	6.596879201	7.51053867	8.763879532	4.604185472	83.26756833	63.39211755
ENSBTAT00000023781	0	5.30766783	0	0	0.174425257	0	0	0.106180526	0	0	0
ENSBTAT00000023783	29.96959518	22.28246037	13.54470014	24.16951958	30.86724712	29.05288371	30.23414508	10.6983185	11.25837673	39.54788638	42.84728835
ENSBTAT00000023784	0	36.84996629	0	0.889367575	0	0.611820768	0.587720116	0	0	0	0
ENSBTAT00000023785	0	0	0	0	0.151271462	0	1.27252674	0	0	0	0
ENSBTAT00000023791	0	0	0	0.780234024	0	0	0	1.4178273	0.513056039	0	0
ENSBTAT00000023798	5.284885639	25.13965568	8.986673119	8.638839706	9.205799774	7.62241374	10.83844265	9.196284396	7.72704735	8.714129091	5.852657829
ENSBTAT00000023803	4.737045508	0	0.454723357	4.006328017	1.851300565	4.390789534	5.277693633	2.779859847	3.800366105	11.99027516	8.902237661
ENSBTAT00000023806	4.325807492	0	0	0	0	0	0	4.116537332	1.314051692	0	0
ENSBTAT00000023807	0	0	0	0	0	0	0	0	0	2.365321937	6.859940186
ENSBTAT00000023810	71.01905599	131.9146969	116.0894668	160.7089043	269.3046853	146.8757749	156.5444029	139.4148123	109.6217144	46.84068977	57.19917136
ENSBTAT00000023811	152.0653756	124.3510749	95.11142225	141.0267312	165.8036661	231.9028135	176.7049923	97.65574701	121.7509119	142.9226816	98.40314198
ENSBTAT00000023814	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000023819	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000023821	0	0	0	0	0	0	0	0	0	1.482848581	0
ENSBTAT00000023823	0	5.133073493	0	0.322103191	0	0	0	0	0.050429615	2.622083857	9.125525694
ENSBTAT00000023825	19.84115331	2.516861842	6.094759839	7.501887222	4.59047891	9.981991509	5.566278256	8.874208754	5.340984297	25.07050501	27.40601426
ENSBTAT00000023832	79.83179906	17.92338081	33.63712393	39.22398312	44.83868575	39.04837345	45.83288701	43.56496292	21.8568397	84.11750425	83.64300938
ENSBTAT00000023834	60.21479578	32.79796608	29.65110625	27.34973531	28.09558295	30.28277044	26.19348596	36.26196401	31.1910822	25.68931854	11.01371247
ENSBTAT00000023836	11.76073142	0	2.741731485	3.59413821	4.333607802	4.384389092	5.063222592	1.558855206	1.217026108	3.061895618	17.16829589
ENSBTAT00000023837	30.44043027	17.03552775	13.88842289	15.74976767	20.4900168	16.66877628	23.15484655	25.79839039	14.02515871	10.00742922	12.61899477
ENSBTAT00000023838	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000023840	0.742172854	0	0	0	0.11602042	0	0	0	0	0	0
ENSBTAT00000023842	0	0	0	0.40546323	0	0	0	0	0	3.300676988	0
ENSBTAT00000023844	0	6.612094669	0	0	0	0	0	0	0	0	0
ENSBTAT00000023846	0	0	0	1.267564661	4.978740355	3.814969786	5.584292102	0.303078396	0.297681613	0	0
ENSBTAT00000023847	0	0	0	0.376612962	0.739630178	0	0.207397387	0.090049254	0	0	0
ENSBTAT00000023849	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000023851	0.95638601	0	0.367225569	1.522555803	0.598029454	0	0	1.001130678	0.625738901	2.323946043	6.739941232
ENSBTAT00000023853	0	0	0	0	0	0	0	0	0	7.023026367	0
ENSBTAT00000023854	54.71832498	10.25771137	7.865929433	19.09575225	25.83013043	32.97962788	23.74930143	18.00689111	9.069871992	52.07109504	56.60775292
ENSBTAT00000023858	26.29859759	18.28943204	19.66438688	21.85167377	15.21841971	16.02716561	16.38176829	31.21707477	9.746037398	30.83069064	22.760336
ENSBTAT00000023859	12.64554836	0	6.283637506	1.480262586	5.232757721	1.272892413	5.543138022	6.724766673	4.519225396	9.941324738	0
ENSBTAT00000023860	0	0	6.116683435	1.408911799	0.830088545	0	1.163812675	1.179062176	0.992628976	0	0
ENSBTAT00000023861	0.522495994	0	0	0	0.408396806	0.134114945	0.286293181	1.740266977	0.244182688	0.952219463	1.10465615
ENSBTAT00000023863	28.0812795	0	0	2.032049184	0	0	0.279757824	0.850270519	0.477217216	6.203217841	0
ENSBTAT00000023865	4.686291449	0	0	1.709703287	1.953562882	1.470190737	0	44.00121015	6.716264205	5.693667804	0
ENSBTAT00000023866	6.019089935	36.5855758	21.57085236	9.781955419	4.391035836	8.92659597	6.815995673	18.32929161	8.157568609	10.96945173	5.655779431
ENSBTAT00000023868	1.520113074	0	0	0.242000297	0.190105749	0.260123056	0.333168493	0	0.028416317	2.585632274	2.999554939
ENSBTAT00000023871	0	0	0	0	0	1.834462596	0	0	0	0	0
ENSBTAT00000023872	29.42555096	0	0	0	0	0.559480619	0	0.311133636	0	3.972326375	0
ENSBTAT00000023873	0	6.428236218	2.334964634	0.605063049	2.376566586	0.34686646	0.888540813	0.192896446	0.094730812	0	0
ENSBTAT00000023874	33.06647247	13.10781647	68.77327002	32.11755338	37.04541294	26.54041781	47.02113557	21.53978159	15.67400858	69.34887386	84.33445826
ENSBTAT00000023876	26.91797605	3.414560923	9.095462167	12.8559348	17.67343882	18.79340696	22.18289776	20.39014621	16.80663488	11.77355815	57.66852999
ENSBTAT00000023877	6.478891016	1.062738485	4.975427101	1.778331352	1.641458483	0.535221641	1.468966736	0.361423567	3.883984797	11.67169586	8.816852975
ENSBTAT00000023880	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000023881	9.534325928	10.39358024	5.834583897	8.241472866	7.87147442	9.483221898	8.750499499	6.18103751	6.182368543	4.343942739	10.91858236
ENSBTAT00000023885	0	0	0	0	0	0	0	0	0	0.832060013	0
ENSBTAT00000023886	2.278058343	0	2.332562407	3.626643335	5.69789174	0.909587704	5.492190062	2.673684644	2.200225441	4.612925305	10.70277705
ENSBTAT00000023889	9.393227354	3.437124101	15.81415659	0	0	0	0	0	0	42.1381582	59.0680136
ENSBTAT00000023900	26.85286472	0	0	0	0	0	0.159065842	0	0.135669054	4.408813565	12.27504341
ENSBTAT00000023907	0	0	0	0	0	0	0	0.316924617	0.07782032	0	0
ENSBTAT00000023908	174.497262	87.64666458	243.454779	149.0358694	95.81306171	203.6423189	183.1492519	63.01861018	161.933716	200.1562515	190.9526302
ENSBTAT00000023909	7.118417391	0	11.9580731	18.23814668	10.2932981	49.18117921	16.38176829	0.169351219	0.499006972	11.89183782	0
ENSBTAT00000023912	550.8436808	451.7288408	330.1969082	263.3965337	171.3268092	188.8230817	156.7274679	589.981762	249.6110273	564.3991508	580.8978933
ENSBTAT00000023918	0	0	6.039099932	0	0	0	0	0	0	16.37904437	28.50164189
ENSBTAT00000023920	6.218775383	5.634680539	3.837594211	12.94984221	15.20723713	16.38049654	12.60766422	15.38661505	8.033775748	8.904788509	7.199918264
ENSBTAT00000023922	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000023923	10.04717922	7.965565809	1.736026539	2.299280767	0.471188597	0.859640971	0.550518842	2.438087003	2.019038077	4.272430665	1.416110164
ENSBTAT00000023924	0	1.33372166	2.583761436	0	0	0	0	0	0	0	0
ENSBTAT00000023926	0	0	0	0	0	0	0	0	0.055378458	1.439699264	0
ENSBTAT00000023927	9.795499712	4.141882792	0	0	0.306256955	0	0	0.124288287	0	6.347287267	10.12467084
ENSBTAT00000023928	1.3828401	0	0.353981368	1.192460713	0.648518826	0	0.101027299	0.350917936	0.301585634	0.560032899	0
ENSBTAT00000023929	12.46098601	1.881765863	10.70855	9.446547609	13.5893945	6.143154543	9.819018886	6.973726983	10.87053917	9.732618767	2.509038117
ENSBTAT00000023931	1.47988151	23.46547883	0	18.25864945	9.485061889	9.623066645	4.86526201	5.914814166	9.544164922	3.596000719	2.085834444
ENSBTAT00000023934	0	0	0	5.201560162	3.064603127	5.814734825	0	0.373112447	0.1221562	4.76362645	1.842071588
ENSBTAT00000023937	171.6872552	109.4141609	59.93010927	157.4229605	146.1380815	144.2255105	101.3650401	191.8364812	193.9487648	126.753022	127.3612601
ENSBTAT00000023938	0	0.639006692	0	0.120294066	0.251995212	0.379287537	0.35330595	0.057525322	0.018833665	0	0
ENSBTAT00000023939	10.20570138	25.42962631	16.23463436	23.79078028	28.71737437	25.94663895	44.4168389	29.69090667	20.84962018	49.59817287	47.26346345
ENSBTAT00000023945	80.43831716	86.20322745	77.10867521	62.37254124	51.85916575	44.80638697	61.88719321	80.1367297	58.90270043	62.68169798	34.40333475
ENSBTAT00000023950	21.32094728	35.4043718	9.927118209	51.4485943	28.94727293	33.15213765	36.53760311	10.56012611	12.52182319	23.04857335	28.63129795
ENSBTAT00000023952	41.26959889	39.43083552	32.70854447	23.79545982	20.42969893	12.67554477	19.82986629	49.69556902	32.09535934	19.28500385	19.389289
ENSBTAT00000023954	0	0	0	0.561678987	0	0.804988845	0	0.626729034	2.989907292	0	0
ENSBTAT00000023960	6.688635281	0	1.883382968	1.952175932	0.41824126	1.297173687	0.488657187	1.230577936	1.08363121	11.37701632	0.628491122
ENSBTAT00000023962	0	0	1.403001646	0	0	0	0	0.231809961	0.056920556	9.618634348	18.88351357
ENSBTAT00000023967	0.454349587	2.161294102	0	0.361659723	0	0	0	0	0	4.416141233	5.763489912
ENSBTAT00000023969	14.33012311	5.112518776	9.354025293	5.346889519	0.784056454	5.333497986	0.628156629	18.00067216	10.41387162	30.9037448	33.83121721
ENSBTAT00000023970	9.566959213	11.12443147	0	1.269207648	1.694965851	0	0.978517808	0	0	12.39839522	25.17060101
ENSBTAT00000023971	0	0	0	0	0	0.286888699	0	0	0.156701224	2.036916932	0
ENSBTAT00000023975	0	0	0	0.853327844	0	0	0	0	0	0	0
ENSBTAT00000023976	3.078585624	0	1.182091064	2.85895971	4.81260929	0.87801703	0.674744366	15.2341929	2.877485457	7.480731422	13.01743394
ENSBTAT00000023979	11.12001361	2.204031556	5.870940975	0	0	0	0	0	0.129920365	10.13279864	0
ENSBTAT00000023981	121.9417199	95.31571024	129.9151774	55.02624286	1.342435227	3.232880156	15.80997882	151.9993693	38.84822978	50.08042886	62.9390533
ENSBTAT00000023982	2.09625363	0	0	0.055620205	0	0	0.091888646	0.2526801	0.169807873	2.546869296	0
ENSBTAT00000023983	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000023985	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000023987	2.537329072	2.873764902	0.417541558	0	0.509977051	0.620271331	0.158890079	0	0	0.440394195	0
ENSBTAT00000023988	12.97334921	11.75483497	16.27851816	21.48325162	13.68942634	15.97614819	18.12676597	18.16586837	16.97626103	13.79186481	10.44881285
ENSBTAT00000023990	0	2.553935093	2.164587373	2.083390852	1.007155987	0.344524686	1.059050487	0.536463642	0.639820587	1.467680326	0
ENSBTAT00000023992	40.75739242	24.23483879	28.03905044	45.79145692	25.08743878	25.8635484	24.37948231	42.1794125	20.39671263	62.93001258	59.83951275
ENSBTAT00000023994	26.51823605	0	0.377120868	9.967840066	14.81622448	12.77313237	11.73182025	1.916018062	2.937600589	22.07574792	31.14700387
ENSBTAT00000023995	5.95780586	0	0	0.86225092	0.931355997	1.760962939	0.118708466	0.618500105	0.455615061	0.658046362	12.21424243
ENSBTAT00000023996	15.17924737	17.04866569	30.5991413	18.62733518	18.09336959	27.05714433	25.78338723	22.14887567	28.61187104	26.89489612	28.52606489
ENSBTAT00000024007	56.35565871	38.67792813	13.56474754	75.99212651	26.5609415	24.75677829	48.300547	81.80474464	95.67868689	64.38224363	40.30830495
ENSBTAT00000024009	19.12006911	49.93453894	42.46596474	36.48195959	29.59647767	35.15627014	32.0458591	13.27171636	33.60468194	37.80595422	38.04562027
ENSBTAT00000024010	0.479357625	2.280254762	6.258038841	12.97324338	23.90450149	17.22589865	19.96187222	6.705664867	19.62436672	2.329605921	0
ENSBTAT00000024011	0.756434438	27.58681773	0.290449739	18.66564471	22.230975	17.73351444	18.90010315	20.51544883	13.29202173	11.947512	0
ENSBTAT00000024014	0	0	0	0	0	0	0	0	0	7.939377417	0
ENSBTAT00000024015	21.3057168	28.95688469	20.64678436	8.277719943	14.74990326	18.05565082	25.34951979	7.916907621	6.82765003	16.0244465	37.17946138
ENSBTAT00000024017	0	32.75442375	1.627018773	1.581044726	9.439241537	8.066698762	8.358404916	1.66334252	4.604131602	3.217627123	0.746544621
ENSBTAT00000024018	59.46789886	34.49788523	100.8038245	29.00780159	17.6857185	20.22829595	18.27909173	19.80685437	13.89583035	81.06238908	130.8373087
ENSBTAT00000024019	51.57336208	21.00267871	29.00072436	29.2187811	27.22652393	33.99902197	27.79552609	27.62335654	20.67787528	52.04521086	43.29659499
ENSBTAT00000024022	0	0	0	0	0	0.160384444	0	0.089191642	0.087603446	0	0
ENSBTAT00000024024	17.69882044	27.00480877	25.00361264	40.53669205	34.66298036	38.57226832	43.25576176	19.92511627	38.85972344	21.50340097	39.06604417
ENSBTAT00000024028	8.604338399	11.93790207	9.911478295	9.631413448	11.8815054	16.68699353	9.979252047	7.266925601	9.148097573	7.840460583	9.600917379
ENSBTAT00000024029	59.44356268	47.12781569	20.03498905	43.63655149	68.24850596	58.43268152	69.77460546	47.20273117	26.05173623	65.8019863	53.99371444
ENSBTAT00000024031	5.740707025	13.65397549	11.65114923	9.873536481	20.70471411	11.0865747	15.36814637	7.765247348	9.504973907	4.483763396	2.889749803
ENSBTAT00000024032	0	0	0	0	0	0	0	0	0.190442274	4.951015482	0
ENSBTAT00000024034	48.6828335	33.18580662	29.00012402	61.11472472	98.6501839	69.37016489	120.3614387	47.66990197	53.62521631	58.59502789	80.80077119
ENSBTAT00000024036	0	0	0	0	0	0	0	0.179408476	0	0	0
ENSBTAT00000024037	5.823202393	15.38909607	0	9.914255745	12.23866687	6.089547433	8.934041284	5.356776143	4.77758439	16.5082676	13.67928901
ENSBTAT00000024042	0	0	0	0.331930068	0.391126467	0	0	0.238096333	0	0	0
ENSBTAT00000024045	3.837561022	0	1.800964562	9.248883307	5.59914145	8.099136463	7.196006389	8.480548474	13.78957192	14.50553149	21.03457396
ENSBTAT00000024046	41.00505018	39.1376089	19.00585437	57.88545285	26.38732388	23.86626932	55.02854509	61.13343808	38.97148452	19.66987178	18.14276575
ENSBTAT00000024047	34.97780184	35.72124397	36.64933296	34.44874224	15.19895459	25.05765396	21.04958539	25.33096368	24.1595528	30.25189761	13.36944487
ENSBTAT00000024049	34.01473407	10.96980205	18.15217283	16.63539386	22.89170566	28.11660509	33.35853929	21.45145208	13.68707621	32.22075629	25.19008616
ENSBTAT00000024050	1.184261377	1.877803059	6.820850361	4.477660725	3.702601131	8.106072986	6.488967582	2.7047285	4.095540172	5.755332077	30.0450521
ENSBTAT00000024051	21.28714752	48.68305975	67.11841596	44.2347903	57.08320494	56.88177081	69.71450934	23.45176249	47.90494605	22.87888144	17.3096494
ENSBTAT00000024053	4.369556408	2.309503219	17.15072034	13.52610933	14.42041669	12.21279672	16.28074603	10.90364526	17.9701593	13.56705254	8.211622529
ENSBTAT00000024055	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000024057	83.13073528	1.938452599	24.40932388	22.62484824	29.04863069	16.31737388	15.00475008	21.52233105	17.25407005	127.7361994	163.6926597
ENSBTAT00000024059	32.54369062	28.89730263	32.98909691	22.53699787	15.05871388	16.70671292	25.67777172	25.76647441	22.20504017	31.6314878	25.68666492
ENSBTAT00000024060	44.29742647	30.37380714	42.75229347	60.51464719	6.363338951	14.34094482	9.708821715	211.6836676	75.64589547	29.09173331	30.37401253
ENSBTAT00000024063	11.68963569	11.58466475	17.95397702	30.09548567	27.6392165	25.37932016	24.01929648	31.07802321	20.55461704	24.85431826	10.29754941
ENSBTAT00000024068	37.87431078	11.62349603	72.00971991	13.00729062	11.84142864	5.853882875	4.953849441	7.20841205	1.884208199	65.31283738	43.0502764
ENSBTAT00000024069	0.88659568	7.731980973	5.446848433	5.292938922	5.613193349	4.475592933	7.578412626	6.285600189	3.107554677	2.692950989	0
ENSBTAT00000024070	0	0	0	0	0	0.145050531	0	0.080664276	0.079227923	0	0
ENSBTAT00000024072	9.70374236	23.07985058	0.310497214	9.172397853	4.424410595	9.686324273	17.54612569	7.541347561	2.947708397	5.894840948	12.53728756
ENSBTAT00000024074	12.04787557	3.016342156	8.521668074	7.444900558	8.623935372	5.967913431	7.782747304	22.86972552	10.96454215	14.63771555	10.72484463
ENSBTAT00000024075	0	0	0	0.631737871	4.714545908	1.901331716	3.131031519	0.453151085	0.741803375	0	0
ENSBTAT00000024076	34.93022793	34.51622258	37.70975892	17.73025631	13.84904242	18.62489108	22.96734026	42.9716523	18.12228697	44.89913963	29.25425727
ENSBTAT00000024078	4.398565722	1.835396779	3.822307629	4.468679791	3.655175435	2.812670032	3.754717219	1.299793515	1.103543764	0.562535986	1.631474836
ENSBTAT00000024080	0	0	0	2.806411852	3.834095377	2.518185664	5.24114518	1.517091484	1.776630637	0	0
ENSBTAT00000024083	12.98312935	26.07619393	3.98812781	4.650524172	6.088776134	3.406582519	3.604373233	6.754090055	4.206814564	1.051600914	0
ENSBTAT00000024084	10.12730851	13.64945913	5.4116408	21.5135431	11.59660961	9.906947523	12.67043122	3.597954591	2.776625821	14.3550153	16.53409715
ENSBTAT00000024085	6.384019789	0	0	0	0.038384001	0	0	0	0.091800018	9.247948455	1.038233462
ENSBTAT00000024086	0	0	0	0	0	0	0	0	0	2.855900252	0
ENSBTAT00000024087	15.5946381	14.73119406	20.38436197	24.43032159	14.7307599	13.62672957	22.61652422	22.10244673	32.37724129	18.94689859	18.23874454
ENSBTAT00000024088	70.55414399	36.90653285	40.21730661	48.63401085	9.323822848	6.223343174	13.7099943	180.1038327	102.3853137	37.11614932	53.30979681
ENSBTAT00000024092	241.3969621	265.2184639	302.4424138	308.2339492	339.7730104	331.9708808	352.4818189	347.0915432	262.0060695	148.61438	204.4049013
ENSBTAT00000024094	69.56037428	51.38845624	78.91367759	80.38039855	92.05870872	66.2793546	82.29261779	30.4648561	48.6146353	95.07739249	148.178014
ENSBTAT00000024095	14.4802575	28.06266664	28.62378218	23.37257988	22.55247287	26.43065716	25.27196497	5.665005938	2.706874875	11.7286454	8.314920415
ENSBTAT00000024097	0	0	1.018531294	0.105573445	0.24880282	0	0.348830106	0	0	5.156529332	0
ENSBTAT00000024098	2.610401073	0	0	0	0	0	0	0	0	1.057179698	0
ENSBTAT00000024101	51.53337388	43.05307587	19.57461155	50.1726502	60.72297126	60.02225268	52.22303572	81.25931117	35.9440491	48.47311779	57.0139826
ENSBTAT00000024105	31.04668085	53.87282847	4.723438875	30.89122984	29.02872345	24.65910828	32.73915894	21.51748368	16.42564615	10.67562713	3.302571204
ENSBTAT00000024107	162.8502992	228.1691441	263.0571379	273.9228027	282.0090641	316.0271369	252.9242199	167.9977383	233.1082713	162.8908813	145.4356249
ENSBTAT00000024108	7.813181809	8.618318768	6.652271526	6.692452631	8.655996392	8.893945786	10.05129207	2.262887712	5.969251042	14.85817349	43.09188522
ENSBTAT00000024112	49.98163735	21.86275785	90.66355529	37.04130286	46.20680859	41.73225706	45.70733305	27.06208758	17.31740628	19.89293743	24.29211743
ENSBTAT00000024122	0	1.238947473	0	0.23323391	0.610730754	1.337067616	1.027518614	0.037177937	0.109547779	1.423982023	19.27264656
ENSBTAT00000024127	4.09198006	31.36048227	8.379766819	33.79337927	15.77877713	15.28820532	23.61714388	7.593342511	17.01983793	6.628802433	0
ENSBTAT00000024128	14.03122661	3.068740102	18.57793068	15.11636293	15.05151048	11.26002882	15.90658425	13.58265052	29.44018467	17.04741245	25.23203368
